timestamp,vibration_ms2,strain_microstrain,deflection_mm,displacement_mm,temperature_c,wind_speed_ms,condition_label,is_anomaly,if_score,recon_error,gbm_risk_label,gbm_risk_score,shi_pred
2023-01-03 16:42:00,2.999176025390625,1883.5216064453125,22.311960220336914,50.16205978393555,27.7407283782959,6.636312484741211,0,True,-0.09088961447853838,9.511959075927734,0,9.195540669865422e-09,0.7400510545259402
2023-01-03 16:43:00,1.2170110940933228,722.7606201171875,10.633102416992188,21.39546012878418,28.353973388671875,7.3668975830078125,0,False,0.04654506803304215,0.032431017607450485,0,9.195540669865422e-09,0.8661416382929025
2023-01-03 16:44:00,1.4133025407791138,762.2756958007812,10.705491065979004,22.397377014160156,28.103050231933594,9.19125747680664,0,False,0.0562879314687903,0.0335121788084507,0,9.195540669865422e-09,0.8632094454004081
2023-01-03 16:45:00,1.3101801872253418,929.3533935546875,10.706862449645996,23.817869186401367,27.186904907226562,7.802994728088379,0,False,0.04971330190911549,0.04832034185528755,0,9.195540669865422e-09,0.8625197541275753
2023-01-03 16:46:00,1.1593501567840576,793.3646240234375,11.111200332641602,22.414396286010742,27.01807403564453,7.4971723556518555,0,False,0.09654619469894304,0.022974805906414986,0,9.195540669865422e-09,0.8541119862506568
2023-01-03 16:47:00,1.1400047540664673,770.1271362304688,10.968425750732422,23.244556427001953,27.435361862182617,6.472243785858154,0,False,0.07181256589048512,0.023016616702079773,0,9.195540669865422e-09,0.8568515453783506
2023-01-03 16:48:00,1.0682820081710815,809.815185546875,10.097792625427246,22.801273345947266,27.879072189331055,9.425374031066895,0,False,0.019199667444984247,0.09475407004356384,0,9.195540669865422e-09,0.8685296060483269
2023-01-03 16:49:00,1.155140995979309,775.2879028320312,11.288124084472656,23.00261688232422,27.5613956451416,8.24596881866455,0,False,0.0787965581459969,0.04547996446490288,0,9.195540669865422e-09,0.8544132201836274
2023-01-03 16:50:00,1.1364213228225708,787.3121337890625,10.461737632751465,23.42369842529297,28.521726608276367,7.544020652770996,0,False,0.041691373544126276,0.17243030667304993,0,9.195540669865422e-09,0.8661880343784354
2023-01-03 16:51:00,1.3569260835647583,800.0452880859375,10.441388130187988,23.06520652770996,26.6719970703125,8.320913314819336,0,False,0.028958093911218508,0.07046280801296234,0,9.195540669865422e-09,0.8658231758738236
2023-01-03 16:52:00,1.5231456756591797,848.9337768554688,12.679740905761719,22.455204010009766,27.2772216796875,6.636772155761719,0,False,0.04911109095508931,0.05905153602361679,0,9.195540669865422e-09,0.8464455381729133
2023-01-03 16:53:00,1.4965695142745972,798.2310791015625,10.40430736541748,23.523883819580078,27.263580322265625,8.057287216186523,0,False,0.04929725078595015,0.06528180092573166,0,9.195540669865422e-09,0.866028347239343
2023-01-03 16:54:00,1.095237374305725,773.404541015625,10.928054809570312,21.98927879333496,26.7605037689209,7.900376796722412,0,False,0.06676902581396116,0.03155745938420296,0,9.195540669865422e-09,0.8572528400685209
2023-01-03 16:55:00,1.4775296449661255,743.3616333007812,11.107549667358398,23.063068389892578,26.76289939880371,6.19915246963501,0,False,0.08644590296805377,0.023256449028849602,0,9.195540669865422e-09,0.8558555331391499
2023-01-03 16:56:00,1.2950714826583862,757.952880859375,10.627259254455566,21.42828369140625,27.4604549407959,6.093860626220703,0,False,0.03913004102806378,0.03169965371489525,0,9.195540669865422e-09,0.865673815611824
2023-01-03 16:57:00,3.672428846359253,2183.583984375,29.86028480529785,54.123329162597656,26.90814781188965,6.742526054382324,0,True,-0.14540416862289673,11.81338119506836,0,1.0683737608493139e-08,0.6912096532261016
